,ticker,PE,div_ratio,price
2005,KALU,-34.32795616888231,0.0,63.849998474121094
1037,ATRC,-34.303923214183136,0.0,34.9900016784668
852,PLYM,-34.283581064708194,0.03918154231187767,22.969999313354492
134,ENV,-34.20408080224277,0.0,50.279998779296875
84,IMGN,-33.818182078274816,0.0,29.760000228881836
568,TOST,-33.240742153591576,0.0,17.950000762939453
813,JAZZ,-33.22346436910789,0.0,118.94000244140625
1816,AMBA,-33.18235285141889,0.0,56.40999984741211
789,PCOR,-32.94762021019345,0.0,69.19000244140625
31,LAND,-32.86046538242074,0.013021939031122247,14.130000114440918
286,BRP,-32.68918991088867,0.0,24.190000534057617
1511,STX,-32.33593702316284,0.0,82.77999877929688
2309,ENVX,-32.23529422984404,0.0,10.960000038146973
95,TXG,-32.18493265648411,0.0,46.9900016784668
1818,AL,-32.16935434649068,0.0,39.88999938964844
154,LIVN,-31.795030202924835,0.0,51.189998626708984
1920,PRGO,-31.73076923076923,0.0,33.0
255,GDYN,-30.88095301673526,0.0,12.970000267028809
244,PLL,-30.770270888869828,0.0,22.770000457763672
616,ICUI,-30.710611619366713,0.0,95.51000213623047
2332,SLG,-30.463086838690227,0.0,45.38999938964844
121,PGRE,-30.375000834465027,0.0376543199532111,4.860000133514404
607,POWW,-30.285712650844026,0.0,2.119999885559082
1923,VTNR,-29.428570611136298,0.0,2.059999942779541
1917,SMAR,-29.10843355109893,0.0,48.31999969482422
1805,ALKS,-29.072165734989127,0.0,28.200000762939453
1825,ALL,-28.93294995771971,0.0,151.02999877929688
2367,OSPN,-28.88888782925076,0.0,10.399999618530273
1567,AGL,-28.38461582477276,0.0,7.380000114440918
2028,IRTC,-28.3608249782287,0.0,110.04000091552734
1559,DASH,-28.296194905820098,0.0,104.12999725341797
660,IONS,-28.178947850277552,0.0,53.540000915527344
1885,CMP,-28.013699675259524,0.0,20.450000762939453
1153,IDYA,-27.985916674976618,0.0,39.7400016784668
1281,ULCC,-27.764704648186175,0.0,4.71999979019165
757,LWLG,-27.333332697550457,0.0,4.099999904632568
2062,YOU,-27.049999237060547,0.0,21.639999389648438
1516,CNX,-26.82666778564453,0.0,20.1200008392334
396,HIMS,-26.781249046325684,0.0,8.569999694824219
658,RELY,-26.57352896297679,0.0,18.06999969482422
2406,OPI,-26.428571769169395,0.0,3.700000047683716
109,RBLX,-26.399998818674394,0.0,40.91999816894531
1580,LITE,-26.26943044711889,0.0,50.70000076293945
999,PRU,-26.267176426700658,0.0,103.2300033569336
153,BA,-26.228915294968935,0.0,217.6999969482422
526,ALEX,-25.92857088361468,0.048650138763556755,18.149999618530273
1436,RPD,-25.845070064347677,0.0,55.04999923706055
1648,IIIV,-25.844155348740614,0.0,19.899999618530273
1901,TRUP,-25.718182650479402,0.0,28.290000915527344
1849,WYNN,-25.23056316631409,0.0,94.11000061035156
1141,SLDP,-25.199999809265137,0.0,1.2599999904632568
1301,IMVT,-24.77193018149214,0.0,42.36000061035156
1007,VRE,-24.69841336447095,0.0,15.5600004196167
425,ITCI,-24.397059047923367,0.0,66.36000061035156
2194,UPST,-24.389313559495765,0.0,31.950000762939453
165,MDXG,-24.363636248039477,0.0,8.039999961853027
1868,OABI,-23.92307611612173,0.0,6.21999979019165
1863,PRCT,-23.887754946338887,0.0,46.81999969482422
253,ROKU,-23.770719075071217,0.0,86.05000305175781
182,UMH,-23.582089836917707,0.051898733550702666,15.800000190734863
1385,AZZ,-23.449391971232917,0.0,57.91999816894531
1837,F,-23.38775517989178,0.0,11.460000038146973
2382,KRYS,-23.380692278752562,0.0,128.36000061035156
543,MXCT,-23.369565217391305,0.0,5.375
671,TTWO,-22.99857648304143,0.0,161.67999267578125
613,UVE,-22.90277745988634,0.04669496729458034,16.489999771118164
519,HPP,-22.53846144064879,0.04266211622610132,8.789999961853027
603,AES,-22.48780552933856,0.03600867574670783,18.440000534057617
1134,BMBL,-22.370967557353357,0.0,13.869999885559082
1065,QTWO,-22.29473716334293,0.0,42.36000061035156
474,NG,-22.187499701976776,0.0,3.549999952316284
1722,AVDX,-22.176471411013136,0.0,11.3100004196167
988,ANIK,-21.941175647810393,0.0,22.3799991607666
995,XNCR,-21.827956168882306,0.0,20.299999237060547
2193,ARWR,-21.81437144022502,0.0,36.43000030517578
229,URG,-21.62500023841858,0.0,1.7300000190734863
665,ACVA,-21.553846505972054,0.0,14.010000228881836
387,UPWK,-21.550724471824758,0.0,14.869999885559082
1692,CRSR,-21.523810189867778,0.0,13.5600004196167
284,ACAD,-21.440298165848006,0.0,28.729999542236328
1022,RAMP,-21.43016793874389,0.0,38.36000061035156
730,CEVA,-20.899999618530273,0.0,20.899999618530273
370,ALNY,-20.794623590284775,0.0,193.38999938964844
2417,UUUU,-20.157894335295026,0.0,7.659999847412109
202,SWX,-19.977419453282508,0.04004521213917602,61.93000030517578
2048,CYTK,-19.769052765385933,0.0,85.5999984741211
1366,SOFI,-19.72499966621399,0.0,7.889999866485596
444,PRO,-19.32967049734933,0.0,35.18000030517578
1523,RXST,-19.240663457213593,0.0,46.369998931884766
1645,EXAS,-18.96045275327176,0.0,67.12000274658203
1222,INDI,-18.810810913910736,0.0,6.960000038146973
1487,XMTR,-18.66459579941649,0.0,30.049999237060547
223,S,-18.62499994390151,0.0,25.329999923706055
1251,ANIP,-18.603279238841573,0.0,56.7400016784668
570,LQDA,-18.567163552810896,0.0,12.4399995803833
691,AXSM,-18.523912844450578,0.0,85.20999908447266
596,SHC,-18.481927894684205,0.0,15.34000015258789
3,MQ,-18.41176537906422,0.0,6.260000228881836
2439,CERE,-18.405172742646318,0.0,42.70000076293945
1947,EBAY,-18.15418461871042,0.0,41.209999084472656
590,PD,-18.08965485671471,0.0,26.229999542236328
2266,AVAV,-18.01136406985196,0.0,126.80000305175781
309,MORF,-17.929032848727317,0.0,27.790000915527344
386,OLO,-17.928571360451834,0.0,5.019999980926514
1137,RYAM,-17.869565797888715,0.0,4.110000133514404
458,RKLB,-17.827586469979124,0.0,5.170000076293945
545,PCVX,-17.651163145553234,0.0,60.720001220703125
2106,CLDX,-17.516667048136394,0.0,42.040000915527344
2127,SQSP,-17.510989472106264,0.0,31.8700008392334
1706,TNDM,-17.455782209123885,0.0,25.65999984741211
1565,MEG,-17.26543167491018,0.0,27.969999313354492
1646,MODV,-17.261061204218233,0.0,39.0099983215332
2094,APO,-17.12926457129432,0.0,95.41000366210938
1718,WIX,-17.098226716378537,0.0,125.33000183105469
1085,TMCI,-16.480518935562728,0.0,12.6899995803833
23,PEB,-16.273684250681026,0.0025873221152200193,15.460000038146973
1586,JAMF,-16.264957851833767,0.0,19.030000686645508
768,HLX,-16.241379441886114,0.0,9.420000076293945
2411,OKTA,-16.238372270451034,0.0,83.79000091552734
1472,APPN,-16.20673032907339,0.0,33.709999084472656
1911,COUR,-16.198347422702255,0.0,19.600000381469727
1017,FOLD,-16.073171103872905,0.0,13.180000305175781
330,THS,-15.919539937571091,0.0,41.54999923706055
2437,PAR,-15.733332914464615,0.0,40.119998931884766
1590,CYRX,-15.709677050190587,0.0,14.609999656677246
662,MU,-15.428838837012817,0.005583201886244884,82.38999938964844
2272,BHR,-15.333333015441895,0.0,2.299999952316284
746,BASE,-15.27451035244013,0.0,23.3700008392334
2069,NVCR,-15.215909481048584,0.0,13.390000343322754
695,ADMA,-15.121211427630799,0.0,4.989999771118164
1215,AMPL,-15.095238458542598,0.0,12.680000305175781
792,FARO,-14.83561633384391,0.0,21.65999984741211
422,HY,-14.691780473543629,0.020170940649237187,64.3499984741211
1635,T,-14.584070391359583,0.0,16.479999542236328
821,SRPT,-14.545454925499106,0.0,116.80000305175781
2165,GLDD,-14.384615421295166,0.0,7.480000019073486
605,ETRN,-14.355262957121196,0.054995417817748374,10.90999984741211
573,RCL,-14.344378589878422,0.0,121.20999908447266
1625,WRBY,-14.333333571751913,0.0,13.760000228881836
92,GME,-14.320388349514563,0.0,14.75
738,EVBG,-14.298701595950435,0.0,22.020000457763672
101,MYGN,-14.294964632542014,0.0,19.8700008392334
1756,COHR,-14.24914675767918,0.0,41.75
438,PRTA,-14.036436505645874,0.0,34.66999816894531
933,KAMN,-14.000000231193775,0.03463203406012673,23.100000381469727
1090,OFIX,-13.928571039316607,0.0,13.649999618530273
2027,INFN,-13.828571864536832,0.0,4.840000152587891
1588,SAVA,-13.81052619532535,0.0,26.239999771118164
879,CFLT,-13.771604608606408,0.0,22.309999465942383
1166,HCI,-13.762820072663136,0.0,85.87999725341797
790,ARLO,-13.753845508282001,0.0,8.9399995803833
322,EB,-13.749999659402029,0.0,7.699999809265137
2055,MDGL,-13.6854325624932,0.0,235.8000030517578
1759,NEO,-13.637930771400189,0.0,15.819999694824219
455,UBER,-13.62068981959902,0.0,63.20000076293945
52,CRNC,-13.56428555079869,0.0,18.989999771118164
1474,TWKS,-13.558823922101189,0.0,4.610000133514404
1253,SDGR,-13.523809342157273,0.0,28.399999618530273
1964,FLNC,-13.5,0.0,20.25
1440,GSAT,-13.499999897820608,0.0,1.8899999856948853
1877,JOBY,-13.386363332921809,0.0,5.889999866485596
83,CLNE,-13.115384945502647,0.0,3.4100000858306885
1421,EHAB,-12.876543586636766,0.0,10.430000305175781
1291,VNO,-12.845070709085242,0.0,27.360000610351562
806,ETSY,-12.835765755089529,0.0,70.33999633789062
467,WOLF,-12.777358720887383,0.0,33.86000061035156
2210,KROS,-12.568674662027012,0.0,52.15999984741211
2204,AFRM,-12.511976322014176,0.0,41.790000915527344
234,UDMY,-12.46789004824577,0.0,13.59000015258789
1703,FNA,-12.417696661661083,0.0,10.75
1622,KELYA,-12.371951777760577,0.0,20.290000915527344
989,VST,-12.03067522107458,0.020933196696756282,39.220001220703125
1280,BBIO,-11.871165878202287,0.0,38.70000076293945
883,CRNX,-11.806348770383805,0.0,37.189998626708984
2427,DO,-11.7766991402339,0.0,12.130000114440918
1336,U,-11.660814960022483,0.0,34.59000015258789
847,PMT,-11.603174512348478,0.10943912534366033,14.619999885559082
417,AXGN,-11.44927550053251,0.0,7.900000095367432
837,HBI,-11.444444126553005,0.0,4.119999885559082
1087,APLS,-11.41951274096481,0.0,70.2300033569336
1574,GIII,-11.39068124969373,0.0,31.780000686645508
289,FSLY,-11.382166139639107,0.0,17.8700008392334
1617,KMPR,-11.345338821411133,0.0,53.54999923706055
1502,PEGA,-11.293838826400975,0.0,47.65999984741211
1891,LFST,-11.22950804038126,0.0,6.849999904632568
1070,IFF,-11.130374479889044,0.0,80.25
1657,COIN,-11.07366628105816,0.0,130.77999877929688
1379,NTRA,-10.931777269236703,0.0,60.88999938964844
520,TGTX,-10.80137017655046,0.0,15.770000457763672
262,LASR,-10.756097188810022,0.0,13.229999542236328
1795,ACLX,-10.705202576742007,0.0,55.560001373291016
1900,AI,-10.697958809988839,0.0,26.209999084472656
1742,TWLO,-10.672011528348783,0.0,73.20999908447266
1066,SIBN,-10.63128529980196,0.0,19.030000686645508
2372,CZR,-10.596659075388759,0.0,44.400001525878906
1237,DKNG,-10.427215431309953,0.0,32.95000076293945
724,CMPR,-10.372881700763594,0.0,73.44000244140625
1342,YEXT,-10.339622677497143,0.0,5.480000019073486
1459,CDE,-10.28571469443185,0.0,2.880000114440918
878,AYX,-10.2000000656292,0.0,47.43000030517578
1305,SVC,-10.187499523162842,0.0,8.149999618530273
2113,AUPH,-10.184210225155478,0.0,7.739999771118164
663,ATEC,-10.163265020668913,0.0,14.9399995803833
2422,STNE,-10.161980303428978,0.0,17.110000610351562
1650,MNKD,-10.05882375380572,0.0,3.4200000762939453
2236,TWST,-10.033333036634657,0.0,36.119998931884766
846,AVXL,-9.983332951863607,0.0,5.989999771118164
2419,PTGX,-9.961538314819336,0.0,25.899999618530273
1678,KYMR,-9.797909700081323,0.0,28.1200008392334
64,DXC,-9.75403247341033,0.0,24.190000534057617
36,INBX,-9.640884399414062,0.0,34.900001525878906
416,PRLB,-9.575596412233711,0.0,36.099998474121094
787,ENR,-9.528190092092451,0.03737153463688027,32.11000061035156
1726,GPRE,-9.480348945184566,0.0,21.709999084472656
312,ALHC,-9.43373484783862,0.0,7.829999923706055
770,HOOD,-9.41880381005442,0.0,11.020000457763672
2109,MGNI,-9.336734304622729,0.0,9.149999618530273
2324,RAPT,-9.333333303762036,0.0,24.079999923706055
1325,RVMD,-9.253246753246753,0.0,28.5
2016,OB,-9.250000390139492,0.0,4.070000171661377
690,WDC,-9.193014397340662,0.0,50.0099983215332
649,QNST,-9.156250208616257,0.0,11.720000267028809
1708,ASAN,-9.10784309985591,0.0,18.579999923706055
58,LILAK,-9.10126589521577,0.0,7.190000057220459
966,SNDX,-9.040650313462669,0.0,22.239999771118164
2441,EFC,-8.979021085725797,0.0,12.84000015258789
2168,TNGX,-8.894308601937643,0.0,10.9399995803833
427,BPMC,-8.869518749216661,0.0,82.93000030517578
1045,QTRX,-8.777777719314985,0.0,22.90999984741211
700,RCKT,-8.776073806856308,0.0,28.610000610351562
1274,TARS,-8.769841421218146,0.0,22.100000381469727
994,TCX,-8.601562678813934,0.0,22.020000457763672
2184,HAIN,-8.6000002347506,0.0,11.180000305175781
310,SILK,-8.474026097879781,0.0,13.050000190734863
1576,NOVA,-8.418439635148285,0.0,11.869999885559082
1249,CCO,-8.349999785423279,0.0,1.6699999570846558
355,XRAY,-8.290249744510435,0.015317286076720697,36.560001373291016
944,BAX,-8.281573498964804,0.028999999999999998,40.0
1013,RXRX,-8.205882240744197,0.0,11.15999984741211
1615,RNR,-8.038431205001531,0.0,204.97999572753906
553,LUNG,-8.00628902027442,0.0,12.729999542236328
1806,EOLS,-7.932330970477341,0.0,10.550000190734863
1561,BE,-7.858024408787856,0.0,12.729999542236328
2207,SWTX,-7.8560461238341235,0.0,40.93000030517578
737,CBL,-7.850000262260437,0.05971337380121586,25.1200008392334
865,AKRO,-7.818815517093246,0.0,22.440000534057617
2264,CSTL,-7.763566157614537,0.0,20.030000686645508
820,QS,-7.757894616377982,0.0,7.369999885559082
1432,DAN,-7.757396246554584,0.0,13.109999656677246
979,CDNA,-7.645833492279053,0.0,11.010000228881836
1112,MVIS,-7.593750208616257,0.0,2.430000066757202
1438,BLDE,-7.578947669581363,0.0,2.880000114440918
2187,KURA,-7.571428515053736,0.0,15.369999885559082
1145,TELL,-7.555555635028416,0.0,0.6800000071525574
2164,VMEO,-7.5306123616744065,0.0,3.690000057220459
536,SMG,-7.480964563824804,0.044783714433125316,58.95000076293945
678,XRX,-7.469767193461574,0.06226650269326899,16.059999465942383
269,DBRG,-7.356275334531961,0.002201430920860988,18.170000076293945
397,ARVN,-7.291902301450683,0.0,38.720001220703125
447,INSM,-7.278772144366408,0.0,28.459999084472656
156,MASS,-7.252336662506388,0.0,7.760000228881836
1691,PHR,-7.187499886467344,0.0,24.149999618530273
1470,DNLI,-7.130769582895132,0.0,18.540000915527344
1903,ZIMV,-7.085714534837372,0.0,17.360000610351562
743,CERS,-7.083333532015483,0.0,1.7000000476837158
719,MIRM,-6.805486512600336,0.0,27.290000915527344
1401,TRTX,-6.800000040154709,0.0,6.460000038146973
104,EVGO,-6.775000095367432,0.0,2.7100000381469727
850,LAW,-6.591666539510092,0.0,7.909999847412109
73,WBA,-6.518207411138284,0.08250966747873105,23.270000457763672
119,DAWN,-6.423962940268803,0.0,13.9399995803833
305,ASPN,-6.404761813935779,0.0,13.449999809265137
1527,MIR,-6.346405253690832,0.0,9.710000038146973
1834,SG,-6.341040616779658,0.0,10.970000267028809
1729,AMRX,-6.279069878334223,0.0,5.400000095367432
1624,DCPH,-6.261603439910502,0.0,14.84000015258789
1503,BEAM,-6.1985473078619195,0.0,25.600000381469727
240,RSI,-6.049180421672884,0.0,3.690000057220459
1855,MTTR,-5.974358778733474,0.0,2.3299999237060547
342,CNK,-5.9734513274336285,0.0,13.5
992,TLS,-5.886076070085356,0.0,4.650000095367432
470,NTGR,-5.873949387494256,0.0,13.979999542236328
1109,ONTF,-5.813008207615798,0.0,7.150000095367432
2166,DJCO,-5.801860974274767,0.0,318.0
1051,GPMT,-5.682692160973182,0.0,5.909999847412109
1349,SMRT,-5.6734693293668785,0.0,2.7799999713897705
1439,SGH,-5.664021123653997,0.0,21.40999984741211
173,FDMT,-5.662650372608598,0.0,18.799999237060547
272,CDXS,-5.607842931560442,0.0,2.859999895095825
1143,ZUO,-5.596026363751746,0.0,8.449999809265137
2175,EGHT,-5.571428556290884,0.0,3.509999990463257
591,MKFG,-5.569230593167818,0.0,0.7239999771118164
791,MGNX,-5.487179389366737,0.0,10.699999809265137
2053,GERN,-5.486486409161542,0.0,2.0299999713897705
1383,VRDN,-5.466666515962578,0.0,22.139999389648438
2348,DDD,-5.406250059604645,0.0,5.190000057220459
893,AGIO,-5.375886470713513,0.0,22.739999771118164
130,BLFS,-5.282674516950335,0.0,17.3799991607666
377,SPR,-5.220729513040202,0.0,27.200000762939453
1709,DYN,-5.167182827881615,0.0,16.690000534057617
1896,ESGR,-5.143779816224478,0.0,270.82000732421875
2075,ANAB,-5.067833664641599,0.0,23.15999984741211
1014,ABUS,-5.0217390060424805,0.0,2.309999942779541
2185,RWT,-4.9440560640988656,0.0,7.070000171661377
1451,ILMN,-4.929999760219029,0.0,138.0399932861328
567,ALEC,-4.802469265313796,0.0,7.78000020980835
59,ZETA,-4.800994835089689,0.0,9.649999618530273
225,PACB,-4.7928571701049805,0.0,6.710000038146973
1450,BCRX,-4.774436018520728,0.0,6.349999904632568
1357,OCUL,-4.766304596610691,0.0,4.385000228881836
1851,ALXO,-4.732673317685773,0.0,14.34000015258789
908,RCUS,-4.719676611558446,0.0,17.510000228881836
2368,AMLX,-4.657817097891749,0.0,15.789999961853027
588,FCEL,-4.653846300565279,0.0,1.2100000381469727
527,SMR,-4.607842950259938,0.0,2.3499999046325684
1384,BKD,-4.6,0.0,5.75
1199,MTW,-4.5270656248782775,0.0,15.890000343322754
1334,RARE,-4.515810352069116,0.0,45.70000076293945
1136,ANGO,-4.511278195488722,0.0,6.0
